Reactions standart Gibbe energy,,,,,,
Reaction index,Reaction name,ec number,Formula,Sub-System,standart Gibbs energy (kJ/mol),standart deviation (kJ/mol)
123, 5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),unknown, (-1) 5dglcn[e] <=>  (1) 5dglcn[p],"Transport, Outer Membrane Porin",0,0
124, 5'-deoxyadenosine nuclosidase,unknown, (-1) dad-DASH-5[c] +  (-1) h2o[c] <=>  (1) 5drib[c] +  (1) ade[c],Cofactor and Prosthetic Group Biosynthesis,-20.86355182,3.496279097
125,arabinose-5-phosphate isomerase,5.3.1.13, (-1) ru5p-DASH-D[c] <=>  (1) ara5p[c],Alternate Carbon Metabolism,-7.750939359,1.584955159
126,acyl-[acyl-carrier-protein] synthetase (n-C14:0),6.2.1.20, (-1) ACP[c] +  (-1) atp[c] +  (-1) ttdca[c] <=>  (1) amp[c] +  (1) myrsACP[c] +  (1) ppi[c],Cell Envelope Biosynthesis,-4.198686413,1.530768839
127,acyl-[acyl-carrier-protein] synthetase  (n-C14:1),6.2.1.20, (-1) ACP[c] +  (-1) atp[c] +  (-1) ttdcea[c] <=>  (1) amp[c] +  (1) ppi[c] +  (1) tdeACP[c],Cell Envelope Biosynthesis,-4.198686413,1.530768518
128,acyl-[acyl-carrier-protein] synthetase  (n-C16:0),6.2.1.20, (-1) ACP[c] +  (-1) atp[c] +  (-1) hdca[c] <=>  (1) amp[c] +  (1) palmACP[c] +  (1) ppi[c],Cell Envelope Biosynthesis,-11.40018721,7.029163539
129,acyl-[acyl-carrier-protein] synthetase  (n-C16:1),6.2.1.20, (-1) ACP[c] +  (-1) atp[c] +  (-1) hdcea[c] <=>  (1) amp[c] +  (1) hdeACP[c] +  (1) ppi[c],Cell Envelope Biosynthesis,-4.19707018,1.530769195
130,acyl-[acyl-carrier-protein] synthetase  (n-C18:1),6.2.1.20, (-1) ACP[c] +  (-1) atp[c] +  (-1) ocdcea[c] <=>  (1) amp[c] +  (1) octeACP[c] +  (1) ppi[c],Cell Envelope Biosynthesis,4.88848582,2.322266825
131,acyl-[acyl-carrier-protein] synthetase  (n-C18:0),6.2.1.20, (-1) ACP[c] +  (-1) atp[c] +  (-1) ocdca[c] <=>  (1) amp[c] +  (1) ocdcaACP[c] +  (1) ppi[c],Cell Envelope Biosynthesis,-4.198268013,1.530768936
132,acyl-[acyl-carrier-protein] synthetase  (n-C12:0),6.2.1.20, (-1) ACP[c] +  (-1) atp[c] +  (-1) ddca[c] <=>  (1) amp[c] +  (1) ddcaACP[c] +  (1) ppi[c],Cell Envelope Biosynthesis,-4.198268013,1.530768597
133,acyl-[acyl-carrier-protein] synthetase  (n-C10:0),6.2.1.20, (-1) ACP[c] +  (-1) atp[c] +  (-1) dca[c] <=>  (1) amp[c] +  (1) dcaACP[c] +  (1) ppi[c],Cell Envelope Biosynthesis,-4.198686413,1.530768537
134,acyl-[acyl-carrier-protein] synthetase  (n-C8:0),6.2.1.20, (-1) ACP[c] +  (-1) atp[c] +  (-1) octa[c] <=>  (1) amp[c] +  (1) ocACP[c] +  (1) ppi[c],Cell Envelope Biosynthesis,-4.18954244,1.530768659
135,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),unknown, (-1) aact[c] +  (-1) h2o[c] +  (-1) o2[c] <=>  (1) h2o2[c] +  (1) mthgxl[c] +  (1) nh4[c],Methylglyoxal Metabolism,-91.42290511,2.955860217
136,"dTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",unknown, (-1) dtdp4aaddg[c] +  (-1) unagamu[c] <=>  (1) dtdp[c] +  (1) unagamuf[c],Cell Envelope Biosynthesis,-16.64387462,2.635452142
137,alpha-amylase,unknown, (-1) 14glucan[c] <=>  (1) malthx[c],Alternate Carbon Metabolism,0,0
138,alpha-amylase (periplasm),unknown, (-1) 14glucan[p] <=>  (1) malthx[p],Alternate Carbon Metabolism,0,0
139,Arbutin 6-phosphate glucohydrolase,3.2.1.86, (-1) arbt6p[c] +  (-1) h2o[c] <=>  (1) g6p[c] +  (1) hqn[c],Alternate Carbon Metabolism,-12.20398579,4.736066432
140, 4-aminobutyrate transaminase,2.6.1.19, (-1) 4abut[c] +  (-1) akg[c] <=>  (1) glu-DASH-L[c] +  (1) sucsal[c],Arginine and Proline Metabolism,4.625027114,2.570477725
141,Aminobutyraldehyde dehydrogenase,1.2.1.19, (-1) 4abutn[c] +  (-1) h2o[c] +  (-1) nad[c] <=>  (1) 4abut[c] +  (1) nadh[c],Arginine and Proline Metabolism,-53.00026463,2.472191219
142, 4-aminobutyrate transport in via proton symport (periplasm),unknown, (-1) 4abut[p] <=>  (1) 4abut[c],"Transport, Inner Membrane",0,0
143, 4-aminobutyrate transport via diffusion (extracellular to periplasm),unknown, (-1) 4abut[e] <=>  (1) 4abut[p],"Transport, Outer Membrane Porin",0,0
144,acetyl-CoA:acetoacetyl-CoA transferase,unknown, (-1) acac[c] +  (-1) accoa[c] <=>  (1) aacoa[c] +  (1) ac[c],Alternate Carbon Metabolism,8.133713733,1.856043281
145,acetyl-CoA C-acetyltransferase,2.3.1.9, (-2) accoa[c] <=>  (1) aacoa[c] +  (1) coa[c],Membrane Lipid Metabolism,25.28502711,1.167620588
146,acetoacetate transport via proton symport  (periplasm),unknown, (-1) acac[p] <=>  (1) acac[c],"Transport, Inner Membrane",0,0
147,acetoacetate transport via diffusion (extracellular to periplasm),unknown, (-1) acac[e] <=>  (1) acac[p],"Transport, Outer Membrane Porin",0,0
148,acetaldehyde dehydrogenase (acetylating),1.2.1.10, (-1) acald[c] +  (-1) coa[c] +  (-1) nad[c] <=>  (1) accoa[c] +  (1) nadh[c],Pyruvate Metabolism,-15.35315542,1.263415975
149,acetaldehyde transport via diffusion (extracellular to periplasm),unknown, (-1) acald[e] <=>  (1) acald[p],"Transport, Outer Membrane Porin",0,0
150,acetaldehyde reversible transport (periplasm),unknown, (-1) acald[p] <=>  (1) acald[c],"Transport, Inner Membrane",0,0
151,acetyl-CoA:anthranilate acetyltransferase,2.3.1.118, (-1) accoa[c] +  (-1) anth[c] <=>  (1) acanth[c] +  (1) coa[c],"Tyrosine, Tryptophan, and Phenylalanine Metabolism",45.67976197,3.380204119
152,Adenosyl cobinamide phosphate guanyltransferase,unknown, (-1) adocbip[c] +  (-1) gtp[c] <=>  (1) agdpcbi[c] +  (1) ppi[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
153,acetyl-CoA carboxylase,6.4.1.2, (-1) accoa[c] +  (-1) atp[c] +  (-1) hco3[c] <=>  (1) adp[c] +  (1) malcoa[c] +  (1) pi[c],Membrane Lipid Metabolism,-2.9194645,2.014968264
154,acetate-CoA ligase (ADP-forming),6.2.1.13, (-1) atp[c] +  (-1) coa[c] +  (-1) ppa[c] <=>  (1) adp[c] +  (1) pi[c] +  (1) ppcoa[c],Alternate Carbon Metabolism,12.30274024,3.789065126
155,N-acetyl-D-galactosamine 1-phosphatase (periplasm),3.1.3.10, (-1) acgal1p[p] +  (-1) h2o[p] <=>  (1) acgal[p] +  (1) pi[p],Alternate Carbon Metabolism,-17.32363636,3.307661652
156,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm),unknown, (-1) acgal1p[e] <=>  (1) acgal1p[p],"Transport, Outer Membrane Porin",0,0
157,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),unknown, (-1) acgal[e] <=>  (1) acgal[p],"Transport, Outer Membrane Porin",0,0
158,N-acetyl-D-glucosamine 1-phosphatase (periplasm),3.1.3.10, (-1) acgam1p[p] +  (-1) h2o[p] <=>  (1) acgam[p] +  (1) pi[p],Alternate Carbon Metabolism,-17.32363636,3.307661652
159,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm),unknown, (-1) acgam1p[e] <=>  (1) acgam1p[p],"Transport, Outer Membrane Porin",0,0
160,N-acetylglucosamine kinase,2.7.1.59, (-1) acgam[c] +  (-1) atp[c] <=>  (1) acgam6p[c] +  (1) adp[c],Murein Recycling,-16.73159224,2.939069403
161,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,unknown, (-1) uacgam[c] +  (-1) udcpp[c] <=>  (1) ump[c] +  (1) unaga[c],Cell Envelope Biosynthesis,3.092231216,8.481177136
162,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),unknown, (-1) acgam[p] +  (-1) pep[c] <=>  (1) acgam6p[c] +  (1) pyr[c],"Transport, Inner Membrane",-41.88477575,3.011507786
163,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),unknown, (-1) acgam[e] <=>  (1) acgam[p],"Transport, Outer Membrane Porin",0,0
164,acetylglutamate kinase,2.7.2.8, (-1) acglu[c] +  (-1) atp[c] <=>  (1) acg5p[c] +  (1) adp[c],Arginine and Proline Metabolism,8.259767592,3.358873075
165,N-acetylglutamate synthase,2.3.1.1, (-1) accoa[c] +  (-1) glu-DASH-L[c] <=>  (1) acglu[c] +  (1) coa[c],Arginine and Proline Metabolism,-8.86430968,3.429092444
166, 2-aceto-2-hydroxybutanoate synthase,unknown, (-1) 2obut[c] +  (-1) pyr[c] <=>  (1) 2ahbut[c] +  (1) co2[c],"Valine, Leucine, and Isoleucine Metabolism",-35.29900189,4.813060933
167,acetate kinase,2.7.2.1, (-1) ac[c] +  (-1) atp[c] <=>  (1) actp[c] +  (1) adp[c],Pyruvate Metabolism,15.46398417,1.167109706
168,acetolactate synthase,4.1.3.18, (-2) pyr[c] <=>  (1) alac-DASH-S[c] +  (1) co2[c],"Valine, Leucine, and Isoleucine Metabolism",-42.05189651,2.786974666
169,N-acetylmuramate 6-phosphate hydrolase,unknown, (-1) acmum6p[c] +  (-1) h2o[c] <=>  (1) acgam6p[c] +  (1) lac-DASH-D[c],Alternate Carbon Metabolism,-8.625629778,3.132972225
170,UDP-N-acetyl-D-mannosaminuronic acid transferase,unknown, (-1) uacmamu[c] +  (-1) unaga[c] <=>  (1) udp[c] +  (1) unagamu[c],Cell Envelope Biosynthesis,-15.13550894,2.105056128
171,N-acetyl-D-mannosamine transport via PTS  (periplasm),unknown, (-1) acmana[p] +  (-1) pep[c] <=>  (1) acmanap[c] +  (1) pyr[c],"Transport, Inner Membrane",-41.88477575,3.011507786
172,N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm),unknown, (-1) acmana[e] <=>  (1) acmana[p],"Transport, Outer Membrane Porin",0,0
173,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),unknown, (-1) acmum[p] +  (-1) pep[c] <=>  (1) acmum6p[c] +  (1) pyr[c],"Transport, Inner Membrane",-45.94986891,0.800132707
174,N-acetylmuramate transport via diffusion (extracellular to periplasm),unknown, (-1) acmum[e] <=>  (1) acmum[p],"Transport, Outer Membrane Porin",0,0
175,N-acetylneuraminate proton symport (periplasm),unknown, (-1) acnam[p] <=>  (1) acnam[c],"Transport, Inner Membrane",0,0
176,N-acetylneuraminate transport via diffusion (extracellular to periplasm),unknown, (-1) acnam[e] <=>  (1) acnam[p],"Transport, Outer Membrane",0,0
177,N-Acetylneuraminate lyase,4.1.3.3, (-1) acnam[c] <=>  (1) acmana[c] +  (1) pyr[c],Alternate Carbon Metabolism,3.424697585,2.914647776
178,acyl-CoA dehydrogenase (butanoyl-CoA),1.3.99.2, (-1) btcoa[c] +  (-1) fad[c] <=>  (1) b2coa[c] +  (1) fadh2[c],Membrane Lipid Metabolism,40.8247427,2.93486331
179,acyl-CoA dehydrogenase (hexanoyl-CoA),1.3.99.3, (-1) fad[c] +  (-1) hxcoa[c] <=>  (1) fadh2[c] +  (1) hx2coa[c],Membrane Lipid Metabolism,39.9356427,2.761403651
180,acyl-CoA dehydrogenase (octanoyl-CoA),1.3.99.3, (-1) fad[c] +  (-1) occoa[c] <=>  (1) fadh2[c] +  (1) oc2coa[c],Membrane Lipid Metabolism,37.7197963,1.344413651
181,acyl-CoA dehydrogenase (decanoyl-CoA),1.3.99.3, (-1) dcacoa[c] +  (-1) fad[c] <=>  (1) dc2coa[c] +  (1) fadh2[c],Membrane Lipid Metabolism,37.7202147,1.344413651
182,acyl-CoA dehydrogenase (dodecanoyl-CoA),1.3.99.3, (-1) ddcacoa[c] +  (-1) fad[c] <=>  (1) dd2coa[c] +  (1) fadh2[c],Membrane Lipid Metabolism,37.7197963,1.344413651
183,acyl-CoA dehydrogenase (tetradecanoyl-CoA),1.3.99.3, (-1) fad[c] +  (-1) tdcoa[c] <=>  (1) fadh2[c] +  (1) td2coa[c],Membrane Lipid Metabolism,37.7197963,1.344413651
184,acyl-CoA dehydrogenase (hexadecanoyl-CoA),1.3.99.3, (-1) fad[c] +  (-1) pmtcoa[c] <=>  (1) fadh2[c] +  (1) hdd2coa[c],Membrane Lipid Metabolism,39.1603475,2.312214486
185,acyl-CoA dehydrogenase (octadecanoyl-CoA),1.3.99.3, (-1) fad[c] +  (-1) stcoa[c] <=>  (1) fadh2[c] +  (1) od2coa[c],Membrane Lipid Metabolism,37.7197963,1.344413651
186,Acetyl-CoA ACP transacylase,2.3.1.38, (-1) ACP[c] +  (-1) accoa[c] <=>  (1) acACP[c] +  (1) coa[c],Membrane Lipid Metabolism,4.205851218,1.074637109
187,acetylornithine deacetylase,3.5.1.16, (-1) acorn[c] +  (-1) h2o[c] <=>  (1) ac[c] +  (1) orn[c],Arginine and Proline Metabolism,-21.80073333,3.720547355
188,arabinose modified core oligosaccharide lipid A transport via vector (periplasm to extracellular),unknown, (-1) acolipa[p] <=>  (1) acolipa[e],Lipopolysaccharide Biosynthesis / Recycling,0,0
189,aconitate isomerase (spontaneous),5.3.3.7, (-1) acon-DASH-T[c] <=>  (1) acon-DASH-C[c],Unassigned,0,0
190,Trans-aconitate methyltransferase,unknown, (-1) acon-DASH-T[c] +  (-1) amet[c] <=>  (1) aconm[c] +  (1) ahcys[c],Unassigned,0,1000000
191,"aconitase (half-reaction A, Citrate hydro-lyase)",4.2.1.3, (-1) cit[c] <=>  (1) acon-DASH-C[c] +  (1) h2o[c],Citric Acid Cycle,8.039839917,1.716747487
192,"aconitase (half-reaction B, Isocitrate hydro-lyase)",4.2.1.3, (-1) acon-DASH-C[c] +  (-1) h2o[c] <=>  (1) icit[c],Citric Acid Cycle,-0.636355363,1.719116226
193,acetylornithine transaminase,2.6.1.11, (-1) acorn[c] +  (-1) akg[c] <=>  (1) acg5sa[c] +  (1) glu-DASH-L[c],Arginine and Proline Metabolism,16.63883108,3.294225821
194,acyl-carrier protein synthase,2.7.8.7, (-1) apoACP[c] +  (-1) coa[c] <=>  (1) ACP[c] +  (1) pap[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
195,acetyl-CoA synthetase,6.2.1.1, (-1) ac[c] +  (-1) atp[c] +  (-1) coa[c] <=>  (1) accoa[c] +  (1) amp[c] +  (1) ppi[c],Pyruvate Metabolism,-4.965777947,1.115842058
196,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm),unknown, (-1) acser[e] <=>  (1) acser[p],"Transport, Outer Membrane Porin",0,0
197,O-Acetyl-L-serine export via facilitated transport,unknown, (-1) acser[c] <=>  (1) acser[p],"Transport, Inner Membrane",0,0
198,acetate reversible transport via proton symport (periplasm),unknown, (-1) ac[p] <=>  (1) ac[c],"Transport, Inner Membrane",0,0
199,Na+/Acetate symport (periplasm),unknown, (-1) ac[p] +  (-1) na1[p] <=>  (1) ac[c] +  (1) na1[c],"Transport, Inner Membrane",0,0
200,Acetate transport via diffusion (extracellular to periplasm),unknown, (-1) ac[e] <=>  (1) ac[p],"Transport, Outer Membrane Porin",0,0
201,Adenosine deaminase,3.5.4.4, (-1) adn[c] +  (-1) h2o[c] <=>  (1) ins[c] +  (1) nh4[c],Nucleotide Salvage Pathway,-21.05389766,1.674039704
202, 4-aminobenzoate synthase,unknown, (-1) 4adcho[c] <=>  (1) 4abz[c] +  (1) pyr[c],Cofactor and Prosthetic Group Biosynthesis,-209.1948336,10.90001538
203, 4-amino-4-deoxychorismate synthase,unknown, (-1) chor[c] +  (-1) gln-DASH-L[c] <=>  (1) 4adcho[c] +  (1) glu-DASH-L[c],Cofactor and Prosthetic Group Biosynthesis,-17.70745441,3.796049951
204,adenine deaminase,3.5.4.2, (-1) ade[c] +  (-1) h2o[c] <=>  (1) hxan[c] +  (1) nh4[c],Nucleotide Salvage Pathway,0,1000000
205,adenine transport via proton symport (reversible) (periplasm),unknown, (-1) ade[p] <=>  (1) ade[c],"Transport, Inner Membrane",0,0
206,adenine transport via diffusion (extracellular to periplasm),unknown, (-1) ade[e] <=>  (1) ade[p],"Transport, Outer Membrane Porin",0,0
207,adenylate kinase,2.7.4.3, (-1) amp[c] +  (-1) atp[c] <=>  (2) adp[c],Nucleotide Salvage Pathway,-1.56244058,0.225919838
208,adentylate kinase (GTP),unknown, (-1) amp[c] +  (-1) gtp[c] <=>  (1) adp[c] +  (1) gdp[c],Nucleotide Salvage Pathway,3.136478964,1.804307568
209,adentylate kinase (ITP),unknown, (-1) amp[c] +  (-1) itp[c] <=>  (1) adp[c] +  (1) idp[c],Nucleotide Salvage Pathway,-3.618683875,1.795537006
210,adenosylmethionine decarboxylase,4.1.1.50, (-1) amet[c] <=>  (1) ametam[c] +  (1) co2[c],Arginine and Proline Metabolism,-28.89453534,1.642520645
211,adenylate cyclase,4.6.1.1, (-1) atp[c] <=>  (1) camp[c] +  (1) ppi[c],Nucleotide Salvage Pathway,8.335555288,1.579441267
212,adenosine kinase,2.7.1.20, (-1) adn[c] +  (-1) atp[c] <=>  (1) adp[c] +  (1) amp[c],Nucleotide Salvage Pathway,-13.30191741,1.700033014
213,adenosine hydrolase,3.2.2.8, (-1) adn[c] +  (-1) h2o[c] <=>  (1) ade[c] +  (1) rib-DASH-D[c],Alternate Carbon Metabolism,-4.49616119,2.606297239
214,adenosine transport in via proton symport (periplasm),unknown, (-1) adn[p] <=>  (1) adn[c],"Transport, Inner Membrane",0,0
215,"adenosine transport in via proton symport, reversible (periplasm)",unknown, (-1) adn[p] <=>  (1) adn[c],"Transport, Inner Membrane",0,0
216,adenosine transport via diffusion (extracellular to periplasm),unknown, (-1) adn[e] <=>  (1) adn[p],"Transport, Outer Membrane",0,0
217,Adenosyl cobinamide kinase,unknown, (-1) adocbi[c] +  (-1) atp[c] <=>  (1) adocbip[c] +  (1) adp[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
218,Adenosylcobalamin 5'-phosphate synthase,unknown, (-1) agdpcbi[c] +  (-1) rdmbzi[c] <=>  (1) adocbl[c] +  (1) gmp[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
219,Adenosylcobalamin transport via ABC system (periplasm),unknown, (-1) adocbl[p] +  (-1) atp[c] +  (-1) h2o[c] <=>  (1) adocbl[c] +  (1) adp[c] +  (1) pi[c],"Transport, Inner Membrane",-29.4361481,1.459542669
220,Adenosylcobalimin transport via ton system (extermal),unknown, (-1) adocbl[e] <=>  (1) adocbl[p],"Transport, Outer Membrane",4.54747E-13,0
221,ADPribose diphosphatase,3.6.1.13, (-1) adprib[c] +  (-1) h2o[c] <=>  (1) amp[c] +  (1) r5p[c],Nucleotide Salvage Pathway,-31.10016867,3.995646585
222,adenine phosphoribosyltransferase,2.4.2.7, (-1) ade[c] +  (-1) prpp[c] <=>  (1) amp[c] +  (1) ppi[c],Nucleotide Salvage Pathway,-14.93865071,1.933237274
223,adenylyl-sulfate kinase,2.7.1.25, (-1) aps[c] +  (-1) atp[c] <=>  (1) adp[c] +  (1) paps[c],Cysteine Metabolism,-21.22975726,4.268006825
224,adenylsuccinate lyase,4.3.2.2, (-1) dcamp[c] <=>  (1) amp[c] +  (1) fum[c],Purine and Pyrimidine Biosynthesis,16.75416297,1.710190162
225,adenylosuccinate lyase,4.3.2.2, (-1) 25aics[c] <=>  (1) aicar[c] +  (1) fum[c],Purine and Pyrimidine Biosynthesis,18.06136169,3.635204461
226,adenylosuccinate synthase,6.3.4.4, (-1) asp-DASH-L[c] +  (-1) gtp[c] +  (-1) imp[c] <=>  (1) dcamp[c] +  (1) gdp[c] +  (1) pi[c],Purine and Pyrimidine Biosynthesis,0.52233188,2.855148301
227,N-acetylglucosamine-6-phosphate deacetylase,3.5.1.25, (-1) acgam6p[c] +  (-1) h2o[c] <=>  (1) ac[c] +  (1) gam6p[c],Alternate Carbon Metabolism,3.666053864,4.227571069
228,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase,unknown, (-1) anhgm3p[c] +  (-1) h2o[c] <=>  (1) LalaDgluMdap[c] +  (1) anhgm[c],Murein Recycling,1.163027754,1.505179569
229,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),unknown, (-1) anhgm3p[p] +  (-1) h2o[p] <=>  (1) LalaDgluMdap[p] +  (1) anhgm[p],Murein Recycling,1.163027754,1.505179569
230,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase",unknown, (-1) anhgm3p[c] +  (-1) h2o[c] <=>  (1) acgam[c] +  (1) anhm3p[c],Murein Recycling,-13.67969629,2.52569421
231,GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm),unknown, (-1) anhgm3p[p] <=>  (1) anhgm3p[c],Murein Recycling,0,0
232,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase,unknown, (-1) anhgm4p[c] +  (-1) h2o[c] <=>  (1) LalaDgluMdapDala[c] +  (1) anhgm[c],Murein Recycling,0.868643893,1.505179569
233,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm),unknown, (-1) anhgm4p[p] +  (-1) h2o[p] <=>  (1) LalaDgluMdapDala[p] +  (1) anhgm[p],Murein Recycling,0.868643893,1.505179569
234,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",unknown, (-1) anhgm4p[c] +  (-1) h2o[c] <=>  (1) ala-DASH-D[c] +  (1) anhgm3p[c],Murein Recycling,-1.255349127,2.003230653
235,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)",unknown, (-1) anhgm4p[p] +  (-1) h2o[p] <=>  (1) ala-DASH-D[p] +  (1) anhgm3p[p],Murein Recycling,-1.255349127,2.003230653
236,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase",unknown, (-1) anhgm4p[c] +  (-1) h2o[c] <=>  (1) acgam[c] +  (1) anhm4p[c],Murein Recycling,-13.67927981,2.52569421
237,GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm),unknown, (-1) anhgm4p[p] <=>  (1) anhgm4p[c],Murein Recycling,0,0
238,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase",unknown, (-1) anhgm[c] +  (-1) h2o[c] <=>  (1) acgam[c] +  (1) anhm[c],Murein Recycling,-13.67943869,2.52569421
239,ADP-D-glycero-D-manno-heptose epimerase,5.1.3.20, (-1) adphep-DASH-DD[c] <=>  (1) adphep-DASH-LD[c],Lipopolysaccharide Biosynthesis / Recycling,0,0
240,agmatinase,3.5.3.11, (-1) agm[c] +  (-1) h2o[c] <=>  (1) ptrc[c] +  (1) urea[c],Arginine and Proline Metabolism,23.31716828,5.804746378
241,GlcNAc-anhMurNAc transport in via proton symport (periplasm),unknown, (-1) anhgm[p] <=>  (1) anhgm[c],Murein Recycling,0,0
242,agmatine transport via diffusion (extracellular to periplasm),unknown, (-1) agm[e] <=>  (1) agm[p],"Transport, Outer Membrane Porin",0,0
243, 1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),2.3.1.51, (-1) 1ddecg3p[c] +  (-1) ddcaACP[c] <=>  (1) ACP[c] +  (1) pa120[c],Glycerophospholipid Metabolism,-6.165520997,1.949252401
244, 1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),2.3.1.51, (-1) 1tdecg3p[c] +  (-1) myrsACP[c] <=>  (1) ACP[c] +  (1) pa140[c],Glycerophospholipid Metabolism,-6.165520997,1.949252472
245, 1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),2.3.1.51, (-1) 1tdec7eg3p[c] +  (-1) tdeACP[c] <=>  (1) ACP[c] +  (1) pa141[c],Glycerophospholipid Metabolism,-15.251077,2.54537937
246, 1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),2.3.1.51, (-1) 1hdecg3p[c] +  (-1) palmACP[c] <=>  (1) ACP[c] +  (1) pa160[c],Glycerophospholipid Metabolism,-6.165102597,1.949252809
247, 1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),2.3.1.51, (-1) 1hdec9eg3p[c] +  (-1) hdeACP[c] <=>  (1) ACP[c] +  (1) pa161[c],Glycerophospholipid Metabolism,-6.165520997,1.949252767
248, 1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),2.3.1.51, (-1) 1odecg3p[c] +  (-1) ocdcaACP[c] <=>  (1) ACP[c] +  (1) pa180[c],Glycerophospholipid Metabolism,-6.165520997,1.949252736
249, 1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),2.3.1.51, (-1) 1odec11eg3p[c] +  (-1) octeACP[c] <=>  (1) ACP[c] +  (1) pa181[c],Glycerophospholipid Metabolism,-15.2514954,2.545379703
250,N-acetyl-g-glutamyl-phosphate reductase,1.2.1.38, (-1) acg5sa[c] +  (-1) nadp[c] +  (-1) pi[c] <=>  (1) acg5p[c] +  (1) nadph[c],Arginine and Proline Metabolism,0.543960608,1.74026022
251,silver transport out via proton antiport,unknown, (-1) ag[c] <=>  (1) ag[e],Inorganic Ion Transport and Metabolism,0,0
252,S-adenosylhomocysteine nucleosidase,3.2.2.9, (-1) ahcys[c] +  (-1) h2o[c] <=>  (1) ade[c] +  (1) rhcys[c],Methionine Metabolism,-14.75699735,4.986260031
253,phosphoribosylaminoimidazolecarboxamide formyltransferase,2.1.2.3, (-1) 10fthf[c] +  (-1) aicar[c] <=>  (1) fprica[c] +  (1) thf[c],Purine and Pyrimidine Biosynthesis,58.34406732,4.574946204
254,phosphoribosylaminoimidazole carboxylase,unknown, (-1) air[c] +  (-1) atp[c] +  (-1) hco3[c] <=>  (1) 5caiz[c] +  (1) adp[c] +  (1) pi[c],Purine and Pyrimidine Biosynthesis,-19.52169856,2.312443201
255,phosphoribosylaminoimidazole carboxylase (mutase rxn),unknown, (-1) 5aizc[c] <=>  (1) 5caiz[c],Purine and Pyrimidine Biosynthesis,0,0
256, 2-Oxogluterate dehydrogenase,unknown, (-1) akg[c] +  (-1) coa[c] +  (-1) nad[c] <=>  (1) co2[c] +  (1) nadh[c] +  (1) succoa[c],Citric Acid Cycle,-43.92430472,3.555837423
